emp_no,first_name,last_name,title,from_date,salary
258747,Shahaf,Candan,Senior Staff,1993-01-13,54958
258752,Adil,Jervis,Senior Staff,1993-09-24,50527
443450,Shawna,Denti,Senior Staff,1993-02-07,62619
443457,Kazuhisa,Demke,Senior Staff,2001-04-25,86981
258796,Badri,Hofstetter,Senior Staff,1992-08-24,89005
443470,Valeri,Murtha,Senior Staff,1988-09-01,53840
490331,Zito,Peris,Senior Staff,1993-06-04,40000
258810,Ziva,Sabnani,Senior Staff,1986-09-12,56744
258827,Zhiguo,Pusterhofer,Senior Staff,1987-06-12,70429
258831,Adil,Perin,Senior Staff,1991-06-02,64905
258838,Zhensheng,Stanger,Senior Staff,1993-12-03,73682
22008,Karlis,Ferretti,Senior Staff,1993-02-16,52459
258850,Werner,Heuter,Senior Staff,1991-11-07,56477
443557,Ute,Androutsos,Senior Staff,1991-12-10,57872
258863,Elvia,Baig,Senior Staff,1992-05-30,40000
477738,Nevin,Lamma,Senior Staff,1991-06-25,66106
443571,Siddarth,Garrabrants,Senior Staff,1990-07-17,59916
21994,Lech,Babb,Senior Staff,1995-11-09,53931
259085,Douadi,Puppe,Senior Staff,1996-07-07,74433
477747,Maha,Taubman,Senior Staff,1997-12-27,43617
477756,Pragnesh,Iivonen,Senior Staff,1994-02-06,41767
259103,Shir,Valiente,Senior Staff,1997-10-02,76783
259104,Masali,Ponthieu,Senior Staff,1993-05-18,60446
443617,Hercules,Molberg,Senior Staff,1991-12-07,53259
259116,Eckart,Lunt,Senior Staff,1986-11-23,86835
259120,Khalid,Matzke,Senior Staff,1996-07-29,40000
259126,Dines,Encarnacion,Senior Staff,2000-12-31,70329
259134,Elgin,Raney,Senior Staff,1994-09-14,52107
259140,Anyuan,Samarati,Senior Staff,1993-12-09,81137
259150,Kiyomitsu,Majewski,Senior Staff,1990-09-08,59525
259160,Marsha,Badr,Senior Staff,1994-07-30,62239
443823,Chaitali,Axelband,Senior Staff,2002-04-13,54033
477778,Abdulah,Fadgyas,Senior Staff,1997-10-25,79631
259194,Sandeepan,Merli,Senior Staff,1997-09-11,98624
443838,Rimon,McClure,Senior Staff,1995-11-28,40000
259241,Becky,Setiz,Senior Staff,1991-06-04,43883
15134,Arun,Luiz,Senior Staff,1998-07-23,62752
259259,Douadi,Gist,Senior Staff,1996-06-07,54161
259260,Morris,Pfau,Senior Staff,2001-04-21,49169
259452,Juichirou,Gadepally,Senior Staff,1994-09-06,43287
259466,Genki,Aseltine,Senior Staff,2000-08-01,67787
259467,Marit,Majewski,Senior Staff,1998-09-22,65770
443878,Oksana,Sifakis,Senior Staff,1994-04-11,48147
36880,Dzung,Setlzner,Senior Staff,2001-05-15,65342
443909,Fumiya,Detkin,Senior Staff,1997-07-30,50330
443917,Amstein,Lores,Senior Staff,1992-11-25,91273
36877,Shahaf,Ranst,Senior Staff,2002-04-02,63066
477811,Shai,Whitcomb,Senior Staff,1995-10-22,69348
443927,Geoffrey,Codenie,Senior Staff,1985-03-01,48966
36874,Genki,Aloia,Senior Staff,2002-05-11,62935
259541,Jaber,Alblas,Senior Staff,2000-11-09,57690
259542,Heekeun,Quaggetto,Senior Staff,1994-04-05,58670
21980,Gen,Miyakawa,Senior Staff,1996-03-11,53209
21897,Sampalli,Kavanagh,Senior Staff,1999-05-01,85262
259583,Kiyomitsu,Swan,Senior Staff,2002-07-06,40000
259609,Kristian,Prochazka,Senior Staff,1990-03-30,96362
443942,Kwan,Heystek,Senior Staff,1998-03-11,59026
259629,Sergi,Yemenis,Senior Staff,1993-01-04,40000
259825,Utpal,Soicher,Senior Staff,1988-07-04,47159
259849,Odoardo,Prampolini,Senior Staff,1990-07-15,72036
443945,Shimshon,Meriste,Senior Staff,1998-08-11,47693
259859,Miomir,Hooghiemstra,Senior Staff,1992-10-03,46234
259860,Falguni,Polajnar,Senior Staff,1989-02-23,40537
259863,Jovan,Siegrist,Senior Staff,1994-12-24,81484
443967,Valery,Nourani,Senior Staff,1995-02-17,52359
259900,Taiji,Sanella,Senior Staff,1997-02-15,83605
21894,Marke,Yemenis,Senior Staff,1985-06-03,54884
10836,Jianhua,Leivant,Senior Staff,1987-08-10,65502
443980,Sibyl,Geffroy,Senior Staff,1994-10-30,40000
443986,Munenori,Tischendorf,Senior Staff,1998-07-22,48609
495862,Moty,Suppi,Senior Staff,1988-01-09,65935
12553,Aral,Vesna,Senior Staff,1987-02-28,40000
36620,Arno,Itzigehl,Senior Staff,1995-06-23,87944
490381,Sangeeta,Tanemo,Senior Staff,1997-04-14,40000
478045,Guoxiang,Hanratty,Senior Staff,1993-05-16,40000
444212,Van,Porotnikoff,Senior Staff,1986-09-24,60017
444223,Krisda,Ramsay,Senior Staff,1996-01-15,96459
444274,Bokyung,Uludag,Senior Staff,1994-05-06,69819
444283,Boriana,Luke,Senior Staff,1992-11-06,40000
260222,Berry,Preusig,Senior Staff,1995-01-20,40000
260281,Hidefumi,Lodder,Senior Staff,1993-04-30,49792
260296,Heng,Denti,Senior Staff,2001-04-21,54751
444286,Kien,Lamba,Senior Staff,1992-06-02,60100
444299,Moie,Cyre,Senior Staff,1988-09-13,40000
15105,Sudhanshu,Itzigehl,Senior Staff,1994-11-22,75800
260325,Zorica,Lamma,Senior Staff,1999-10-18,68748
260331,Niteen,Matteis,Senior Staff,1994-02-05,67381
21851,Falguni,Budinsky,Senior Staff,1993-05-09,68104
36591,Heeju,Goodrum,Senior Staff,1992-12-10,75346
444551,Ipke,Gien,Senior Staff,1993-11-13,50220
444553,Nikolaus,Gluchowski,Senior Staff,2002-05-25,97585
260573,Abdulla,Lamparter,Senior Staff,1996-05-20,58846
478058,Collette,Akazan,Senior Staff,1993-05-14,88043
260603,Spyrose,Falster,Senior Staff,1992-12-12,60696
260634,Beshir,Angelov,Senior Staff,1988-02-09,67532
260642,Xianlong,Kemmerer,Senior Staff,1995-07-06,40000
260644,Moty,Bennet,Senior Staff,1998-04-26,40000
444575,Masaru,Thummel,Senior Staff,1992-02-23,40000
36555,Takahiro,Rothenberg,Senior Staff,1994-11-06,44044
478061,Jackson,Broomell,Senior Staff,1999-05-01,40000
478075,Alexius,Stavenow,Senior Staff,1992-11-11,66354
260700,Eishiro,Taubenfeld,Senior Staff,1996-07-20,96900
260727,Nalini,Billawala,Senior Staff,1990-02-23,92951
260949,Sudharsan,Oberman,Senior Staff,1998-04-24,54302
260969,Aamod,Leuchs,Senior Staff,1995-08-05,40000
260981,Reuven,Ermel,Senior Staff,1995-11-10,72561
444605,Iara,Skafidas,Senior Staff,1993-12-22,70448
444621,Persi,Hardjono,Senior Staff,1993-07-15,70490
444626,Ingemar,Heiserman,Senior Staff,1997-01-20,40000
261017,Genta,Varker,Senior Staff,1992-09-14,68767
261053,Uwe,Honglei,Senior Staff,1994-03-06,76210
478088,Ung,Vanwelkenhuysen,Senior Staff,1986-08-04,68063
15092,Remmert,Bahi,Senior Staff,1986-05-26,40000
261075,Chandrasekaran,Esposito,Senior Staff,1996-04-27,72589
261087,Teiji,Hegner,Senior Staff,1994-04-13,40000
261102,Chaoyi,Speckmann,Senior Staff,1992-12-05,71002
444659,Adit,Orsini,Senior Staff,1997-02-21,40000
21470,Kousuke,Botman,Senior Staff,1993-02-04,45639
261337,Deniz,Leslie,Senior Staff,1992-05-27,67343
36266,Elvia,Fujisaki,Senior Staff,1997-08-26,43701
444673,Taisook,Kruskal,Senior Staff,1995-06-22,40000
261362,Zdislav,Emiris,Senior Staff,1991-06-12,95193
261365,Feiyu,Asmuth,Senior Staff,1986-08-06,82338
21454,Zsolt,Pocchiola,Senior Staff,1991-08-25,40000
444691,Arunachalam,Boreale,Senior Staff,1987-10-20,60389
261383,Elliott,Manders,Senior Staff,1996-11-14,69142
444694,Perry,Peac,Senior Staff,1995-04-18,52659
261403,Berna,Uhrig,Senior Staff,1997-11-10,64863
261409,Chiradeep,Cairo,Senior Staff,1994-11-04,90408
261416,Sreenivas,Vilarrasa,Senior Staff,2001-08-10,53405
261421,Bingning,Tramer,Senior Staff,1995-03-10,51817
478095,Gal,Perz,Senior Staff,1994-09-10,75546
444707,Brewster,Huhdanpaa,Senior Staff,1987-03-16,43974
261446,Erzsebet,Ligten,Senior Staff,1993-03-06,82468
261451,Randi,Gide,Senior Staff,2002-02-14,69345
444720,Junichi,Rosin,Senior Staff,1995-09-19,40000
36251,Kenroku,Seiwald,Senior Staff,1985-03-13,40000
478114,Paloma,Dratva,Senior Staff,1999-09-06,64135
444922,Jordanka,Naudin,Senior Staff,1986-09-09,72782
36230,Khatoun,Borovoy,Senior Staff,1990-06-26,40000
444934,Oddvar,Attimonelli,Senior Staff,1993-01-30,62744
21432,Kerhong,Weisert,Senior Staff,2002-03-30,45799
261732,Bogdan,Pfau,Senior Staff,2001-03-05,46948
444978,Subbu,Poupard,Senior Staff,1990-10-24,55545
478121,Yucel,Ramaiah,Senior Staff,1992-06-03,48398
261786,Pantung,Fontet,Senior Staff,1994-07-24,48557
261801,Van,Kinley,Senior Staff,1997-07-14,46750
478125,Kazuhiro,Erez,Senior Staff,1998-12-18,40656
478131,Navid,Pettit,Senior Staff,1992-04-20,57932
261811,Kensei,Middleton,Senior Staff,1985-06-26,40000
445020,Renny,Ligten,Senior Staff,1993-01-01,56671
36197,Adamantios,Eppinger,Senior Staff,1996-10-05,40000
36178,Bernt,Valette,Senior Staff,1999-06-04,89600
445023,Tadahiro,Dredge,Senior Staff,1995-07-22,80716
478134,Ayonca,Lunn,Senior Staff,1992-01-25,57061
490397,Sorina,Heuter,Senior Staff,1994-02-07,73357
445039,Manu,Stemann,Senior Staff,1985-11-03,40000
478142,Oscar,Haldar,Senior Staff,1985-05-25,40000
445050,Yongmin,Condotta,Senior Staff,2001-01-09,40000
495869,Shai,Pluym,Senior Staff,1995-09-01,70571
36147,Richard,Syrotiuk,Senior Staff,1986-01-30,53798
262105,Heeju,Perly,Senior Staff,1999-03-29,89631
445076,Limsoon,Holburn,Senior Staff,1996-10-12,40000
445077,Parke,Marquardt,Senior Staff,1993-11-14,60780
490406,Zhongwei,Rubsam,Senior Staff,1995-06-28,71789
262168,Youjian,Pews,Senior Staff,1994-11-27,63842
445082,Gro,Iacovou,Senior Staff,1992-10-21,80474
262190,Marin,Hofman,Senior Staff,2001-09-10,40000
445085,Chenxi,Chorvat,Senior Staff,1995-07-19,52117
262216,Ennio,Auria,Senior Staff,2002-07-04,76452
262428,Changho,Gerlach,Senior Staff,1991-05-19,70301
36088,Conor,Gajiwala,Senior Staff,1997-03-27,40000
262478,Otilia,Pargas,Senior Staff,1991-10-06,59344
35648,Dharmaraja,Schaaf,Senior Staff,1994-02-05,40000
445093,Masaru,Oskamp,Senior Staff,1992-07-18,48252
262498,Navin,Sluis,Senior Staff,1992-01-30,40000
445303,Lillian,Angel,Senior Staff,1994-03-17,40000
262506,Masamitsu,Fordan,Senior Staff,1985-10-24,71802
445304,Francoise,Polupanov,Senior Staff,1994-10-19,56548
262526,Shaunak,Mateescu,Senior Staff,1997-06-14,40000
262550,Masako,Baranowski,Senior Staff,1996-05-16,77233
262557,Rosalie,Barriga,Senior Staff,1993-10-15,54613
262572,Xiaobin,Srimani,Senior Staff,1995-10-22,81779
262790,Supot,Compeau,Senior Staff,1997-09-08,40000
495874,Youngkon,Chenney,Senior Staff,1997-01-01,85275
445315,Otmar,Conde,Senior Staff,1994-09-10,66916
35635,Ekawit,Cangellaris,Senior Staff,1996-11-12,40000
262868,Arnould,Seiwald,Senior Staff,1999-03-15,77200
478183,Mechthild,Onuegbe,Senior Staff,1987-05-01,40000
262894,Mara,Gajiwala,Senior Staff,1987-02-03,59148
35610,Aruna,Kornyak,Senior Staff,1995-05-09,40000
262919,Naftali,Gist,Senior Staff,1993-10-01,45859
445366,Raimond,Panienski,Senior Staff,1991-03-03,50121
263169,Kamakshi,Schaad,Senior Staff,1988-01-15,54641
35558,Kshitij,Staudhammer,Senior Staff,2002-06-17,62866
445381,Heekeun,Solovay,Senior Staff,1994-11-25,68352
263183,Giri,Awdeh,Senior Staff,2001-09-06,40000
263198,Sampalli,Genther,Senior Staff,1991-07-02,66043
263202,Adhemar,Lyonns,Senior Staff,1992-09-14,40000
445391,Tesuro,Hopewell,Senior Staff,1995-11-15,79556
35554,Aran,Bahl,Senior Staff,1996-07-06,40000
478435,Constantijn,Schwabacher,Senior Staff,1992-05-09,80627
263234,Xiaocheng,Rassart,Senior Staff,1998-01-14,40000
445402,Hatem,Perz,Senior Staff,1990-02-05,69663
263243,Amstein,Giveon,Senior Staff,2001-03-21,93759
478457,Tooru,Peron,Senior Staff,2000-09-06,75191
445412,Odinaldo,Ratzlaff,Senior Staff,1993-07-11,76602
263282,Siddarth,Kranzdorf,Senior Staff,1995-09-01,65616
445414,Subhankar,Teitelbaum,Senior Staff,1997-08-23,40000
21421,Avishai,Yoshizawa,Senior Staff,2001-05-25,58531
263525,Reinhard,Baek,Senior Staff,1994-02-19,72233
445463,Gopalakrishnan,Perna,Senior Staff,1996-04-25,65158
445659,Jagoda,Bodoff,Senior Staff,1993-07-09,67839
263551,KayLiang,Uhrik,Senior Staff,1998-06-10,70930
263569,Barun,Gips,Senior Staff,1992-04-29,43364
35550,Van,Hutton,Senior Staff,1987-12-14,67201
263577,Ulf,Cullers,Senior Staff,1993-01-08,46240
445682,Jongsuk,Peha,Senior Staff,1992-05-08,50858
10795,Supot,Naudin,Senior Staff,1999-05-03,84206
263591,Parviz,Restivo,Senior Staff,1992-03-19,40000
263599,Fen,VanScheik,Senior Staff,2001-07-18,46170
263630,Ute,Terekhov,Senior Staff,1994-07-28,40000
445701,Luigi,Naumovich,Senior Staff,1995-04-13,40000
445703,Badri,Murtha,Senior Staff,1995-11-13,81186
445715,Shooichi,Schurmann,Senior Staff,2002-01-30,82010
263655,Florina,Stifter,Senior Staff,1985-03-29,40000
21413,Laurentiu,Sherertz,Senior Staff,1985-06-24,102879
264074,Martine,Serov,Senior Staff,1997-08-24,40000
264083,Vojin,Acton,Senior Staff,1994-02-17,40000
264086,Aris,Deverell,Senior Staff,2001-10-10,69981
21409,Hongzhu,Yoshimura,Senior Staff,1995-08-10,63099
35329,Goetz,Lukaszewicz,Senior Staff,1991-11-23,62611
35287,Yucel,Conta,Senior Staff,2001-07-19,55486
490611,Kokou,Chinin,Senior Staff,1993-01-16,60588
264107,Shalesh,Chenney,Senior Staff,2000-03-19,40000
35273,Zsolt,Mitsuhashi,Senior Staff,1987-05-13,46480
264125,Arnould,Thibadeau,Senior Staff,1991-04-27,95123
35256,Wojceich,McDermid,Senior Staff,1994-12-14,67495
264128,Guangming,Suomi,Senior Staff,1992-02-21,90452
264138,Mara,Garrabrants,Senior Staff,1991-08-07,55633
21361,Shooichi,Lally,Senior Staff,2002-03-16,84832
264144,Saeed,Cronin,Senior Staff,1991-12-01,80522
264150,Ziya,Hatcliff,Senior Staff,1996-03-19,59936
264151,Heather,Worfolk,Senior Staff,1992-10-11,78850
21347,Francesca,Ghalwash,Senior Staff,1986-07-04,73742
478509,Luise,Gerlach,Senior Staff,1993-04-26,83823
264190,Limsoon,Schaap,Senior Staff,1997-11-13,60119
264194,Aral,Merey,Senior Staff,1986-03-30,68609
478530,Leif,Katzenelson,Senior Staff,1992-11-25,69685
490614,Siddarth,Norsworthy,Senior Staff,1996-06-04,64722
264207,Yinlin,Schwartzbauer,Senior Staff,1992-07-27,74668
490616,Taiji,Stifter,Senior Staff,1991-09-04,49803
264218,Baruch,Rosch,Senior Staff,1994-02-24,40000
15071,Ayonca,Couchot,Senior Staff,1996-10-15,97484
445840,Marko,Czaja,Senior Staff,1994-12-10,83635
264241,Shin,Chvatal,Senior Staff,1995-05-12,55578
446026,Bikash,Ritcey,Senior Staff,1996-09-20,64516
495884,Moto,Kragelund,Senior Staff,1991-04-27,73606
12542,Kazuhide,Bouloucos,Senior Staff,1993-09-11,44176
264456,Muzhong,Rando,Senior Staff,1990-06-23,44193
264494,Yolla,Itzfeldt,Senior Staff,1994-04-14,74749
490630,Sadok,Lenart,Senior Staff,1998-05-25,72586
446071,Rasiah,Danner,Senior Staff,1994-05-04,68423
446080,Oksana,Boudaillier,Senior Staff,1994-09-08,55347
264543,Marsal,Kroll,Senior Staff,1993-04-04,67535
264545,Mani,Panwar,Senior Staff,1997-11-09,46760
264546,Branimir,Perl,Senior Staff,1995-12-25,72582
15055,Shrikanth,Sherertz,Senior Staff,1997-07-15,40000
264565,Berthier,Willoner,Senior Staff,1998-01-26,40000
490640,JoAnna,Puoti,Senior Staff,1987-08-13,53085
264587,Flemming,Herbst,Senior Staff,1996-07-31,61064
490643,Subhada,Zongker,Senior Staff,1995-01-26,64673
264618,Kazuyasu,Mahnke,Senior Staff,1999-08-15,52713
264813,Jeanna,Reutenauer,Senior Staff,1996-01-22,40000
264830,Heng,Denti,Senior Staff,1996-10-10,55418
446108,Georg,Reinhart,Senior Staff,1993-09-15,78617
490652,Constantine,Gronowski,Senior Staff,1996-12-21,40000
495895,Yuichiro,Heemskerk,Senior Staff,1995-04-17,46325
446128,Filipe,Rajaraman,Senior Staff,1986-12-20,61615
264855,Slavian,Peres,Senior Staff,1996-07-11,91271
34960,Vasilis,Luga,Senior Staff,1985-07-22,76011
490660,Ramzi,Haddadi,Senior Staff,1995-01-11,77509
478914,Kwun,Munro,Senior Staff,1997-10-03,40000
446147,Krassimir,Karunanithi,Senior Staff,1992-04-03,40000
264904,Sachin,Siksek,Senior Staff,1997-03-31,40000
264907,Menkae,Rajaraman,Senior Staff,1997-01-20,43757
264935,Kristinn,Rissland,Senior Staff,1985-04-04,42087
264937,Mang,Chachaty,Senior Staff,1996-12-21,75972
15049,Khun,Waymire,Senior Staff,1991-01-17,40000
446189,Kwangyoen,Muhlberg,Senior Staff,1996-05-07,40000
264951,Jagoda,Brobst,Senior Staff,1994-08-07,69701
34958,Goetz,Oberman,Senior Staff,1992-11-30,40000
264953,Rafael,Dredge,Senior Staff,1997-02-08,64111
264955,Souichi,Muniz,Senior Staff,1992-08-16,59422
264984,Pranav,Birdsall,Senior Staff,1992-01-15,40000
264994,Gou,Brender,Senior Staff,1990-08-05,40000
479147,Greger,Babb,Senior Staff,1995-10-10,40000
490678,Leen,Griswold,Senior Staff,1991-11-17,40000
265203,Debatosh,Sudkamp,Senior Staff,1993-06-25,63916
446209,Arumugam,Iisaka,Senior Staff,1986-03-28,43370
265230,Rafail,Setlzner,Senior Staff,1994-07-11,40000
446223,Gay,Perin,Senior Staff,1992-06-02,59808
479165,Chirstian,Pauthner,Senior Staff,1993-12-26,55691
446243,Along,Schwartzbauer,Senior Staff,1990-02-14,78091
265268,Yoshinari,Lally,Senior Staff,1997-09-15,72489
265276,Toshiki,Back,Senior Staff,1999-04-15,44866
446244,Denis,Baez,Senior Staff,1995-02-01,83877
265286,Inderjeet,Mahmud,Senior Staff,1992-10-08,69577
265293,Herbert,Hempstead,Senior Staff,1997-07-05,79470
34947,Mario,Perfilyeva,Senior Staff,1994-04-22,85470
446259,Qingxiang,Birjandi,Senior Staff,1997-03-21,40000
495896,Udaiprakash,Hemaspaandra,Senior Staff,1988-03-10,68634
446276,Becky,Stroustrup,Senior Staff,1987-12-05,71545
34915,Christ,Tetzlaff,Senior Staff,1991-06-06,53614
265584,Jayson,Vuskovic,Senior Staff,1992-07-15,75695
265588,Syozo,Gils,Senior Staff,1996-03-13,40000
265595,Tooru,Levergood,Senior Staff,1999-12-29,56557
34882,Christophe,Suppi,Senior Staff,1988-05-06,53570
265626,Alagu,Pagter,Senior Staff,1987-11-26,67600
265635,Djelloul,Marakhovsky,Senior Staff,1995-05-24,70291
15030,Rasikan,Nourani,Senior Staff,1999-04-11,40000
265666,Shushma,Henders,Senior Staff,1991-01-23,40000
479189,Arnould,Dulin,Senior Staff,1995-05-10,40000
265681,Marsal,Atrawala,Senior Staff,2002-03-08,90646
265682,Xiaobin,Irland,Senior Staff,1995-05-15,56320
446290,Itzchak,Lortz,Senior Staff,1994-07-08,52196
265696,Fayez,Jiang,Senior Staff,1999-10-31,40000
265720,Yucai,Otillio,Senior Staff,1995-01-10,64063
265733,Adly,Pelc,Senior Staff,1993-01-11,61238
265936,Fun,Kawashimo,Senior Staff,1998-10-13,70349
479229,Arfst,Ritcey,Senior Staff,1996-03-14,40000
21037,Kensei,Casley,Senior Staff,1987-02-22,40000
446319,Adam,Siepmann,Senior Staff,1993-02-10,40000
265979,Guoxiang,Sevcikova,Senior Staff,1998-04-18,69469
265984,Taegyun,Kenevan,Senior Staff,1994-08-26,81314
265985,Christ,Picaronny,Senior Staff,1994-03-26,45074
21007,Christfried,Junet,Senior Staff,1988-02-15,63979
266000,Zhonghua,Brookman,Senior Staff,1995-11-30,42450
266004,Xinyu,Kaiserswerth,Senior Staff,1995-06-17,56504
266012,Satosi,Vieri,Senior Staff,1986-02-18,61570
266017,Gift,Spelt,Senior Staff,2000-01-27,68777
20987,Domenick,Rabejac,Senior Staff,1997-06-24,72003
446348,Panayotis,Kalloufi,Senior Staff,1994-06-07,47118
20979,Pradeep,Kumaresan,Senior Staff,1994-09-30,86006
266044,Sibyl,Gunderson,Senior Staff,1995-07-21,44486
490698,Shan,Furudate,Senior Staff,1996-06-20,85410
266049,Odysseas,Delaune,Senior Staff,2002-05-15,67285
20974,Hisao,Yavatkar,Senior Staff,1992-05-20,80291
446370,Bedrich,Sewelson,Senior Staff,1990-06-16,52375
446376,Duangkaew,DeMori,Senior Staff,1999-11-30,47218
34839,Henk,Kermarrec,Senior Staff,2001-01-05,65656
479275,Isamu,Lores,Senior Staff,1996-08-19,43664
266100,Maria,Ritcey,Senior Staff,1990-03-13,49653
266315,Taisook,Boguraev,Senior Staff,1998-08-18,57252
266325,Boriana,Hemaspaandra,Senior Staff,1993-04-19,43327
266333,Moss,Oppitz,Senior Staff,2002-05-19,52343
34814,Rajmohan,Tsukune,Senior Staff,1997-11-13,78886
446768,Conor,Kroha,Senior Staff,1995-12-18,57896
490703,Jianhui,Bolotov,Senior Staff,1989-02-26,60267
446788,Peer,Chaudhury,Senior Staff,1990-10-11,59900
266389,Armond,Pauthner,Senior Staff,1995-05-19,61555
490713,Reuven,Strandh,Senior Staff,1991-04-09,68478
15029,Giordano,Koshino,Senior Staff,1996-04-26,40000
446804,Hilari,Iacovou,Senior Staff,1987-07-18,65115
446815,Zhonghui,Badr,Senior Staff,1985-09-24,69064
490717,Renee,Schnelling,Senior Staff,1993-12-17,43658
15018,Ramalingam,Prenel,Senior Staff,1999-03-11,40668
479307,Ennio,Cappelletti,Senior Staff,1993-05-16,40786
266735,Adamantios,Thambidurai,Senior Staff,1994-08-30,40721
446888,Ishfaq,Iisaku,Senior Staff,1994-05-08,53533
446891,Susanta,Heuser,Senior Staff,1997-09-29,50353
446894,Heather,Rousseau,Senior Staff,1994-02-16,40000
266751,Dhritiman,Penz,Senior Staff,1998-09-11,42381
446905,Oscal,Cools,Senior Staff,1986-08-12,69826
447149,Teiji,Eppinger,Senior Staff,2001-08-31,69243
266783,Pranjal,Barvinok,Senior Staff,1994-10-07,40128
266789,Alejandro,Vesna,Senior Staff,1992-07-01,63048
266821,Akeno,Cooke,Senior Staff,1985-04-06,61861
499132,Leucio,Cyre,Senior Staff,1996-02-06,40000
34600,Godehard,Middleton,Senior Staff,2002-05-29,67242
447195,Jaques,Ruemmler,Senior Staff,1991-07-30,58300
447203,Gila,Lienhardt,Senior Staff,1997-02-05,63028
267249,Ziya,Range,Senior Staff,1991-06-04,49634
267257,Somnath,Sidhu,Senior Staff,1997-10-17,93465
267259,Takahito,Skafidas,Senior Staff,1993-11-23,81786
267274,Munehiko,Kornyak,Senior Staff,1994-08-14,62122
267280,Josyula,Fraisse,Senior Staff,1996-12-06,40016
34597,Jouko,Bolotov,Senior Staff,1994-03-22,68624
34584,Uzi,Chartres,Senior Staff,1997-10-01,53101
490730,Francesca,Chimia,Senior Staff,1999-05-09,59433
479543,Dmitri,Aumann,Senior Staff,1985-06-01,81444
267328,Marsja,Luders,Senior Staff,1992-03-16,85284
12541,Shih,Nanard,Senior Staff,1996-08-31,93105
267375,Koichi,Birdsall,Senior Staff,1995-06-03,67951
447240,Maja,Riefers,Senior Staff,1996-11-05,111448
267378,Tiina,Kawashimo,Senior Staff,1994-08-30,58504
267383,Anyuan,Verhoeff,Senior Staff,1994-06-06,50504
479566,Paraskevi,Manderick,Senior Staff,1996-06-03,75720
20923,Menkae,Miara,Senior Staff,1993-08-02,80332
490750,Huican,Foong,Senior Staff,1993-10-30,40000
267610,Rance,Zyda,Senior Staff,1996-12-30,43709
447274,Hongzhu,Journel,Senior Staff,1985-07-06,70414
267682,Baoqiu,dAstous,Senior Staff,1994-06-07,40000
267688,Woody,Poujol,Senior Staff,1993-09-09,54399
267692,Vishu,Spelt,Senior Staff,1995-05-20,50716
447275,Ranga,Kenevan,Senior Staff,1997-07-05,40000
267706,Miomir,Rusterholz,Senior Staff,1995-12-18,62086
479582,Rafols,Grospietsch,Senior Staff,1997-09-30,51989
267716,Sanjoy,Sidhu,Senior Staff,1997-02-04,66533
267725,Kolar,Fasbender,Senior Staff,1988-12-23,51608
20728,Billie,Sessa,Senior Staff,1995-02-18,98529
267752,Siddarth,Oxenboll,Senior Staff,1987-11-14,40000
479593,Sampalli,Chvatal,Senior Staff,1994-03-30,40000
267971,Gad,Rodiger,Senior Staff,1992-09-28,48171
447530,Bodh,Zeidenstein,Senior Staff,1995-06-17,52912
34552,Souichi,Llado,Senior Staff,1995-04-04,73652
490761,Kristian,Chachaty,Senior Staff,2000-01-03,46194
268055,Shahid,Kornyak,Senior Staff,1990-05-18,54106
12528,Conor,Cincotta,Senior Staff,1997-09-24,40000
268075,Jongsuk,Harllee,Senior Staff,1992-06-08,49534
495941,Nathalie,Engberts,Senior Staff,1986-10-03,40000
268088,Joydip,Biros,Senior Staff,1994-08-10,52044
268138,Changho,Miara,Senior Staff,1996-01-27,79907
447622,Tokuyasu,Lipner,Senior Staff,1999-12-12,45713
34550,Szabolcs,Borstler,Senior Staff,1993-11-03,100936
268355,Gregory,Petereit,Senior Staff,1993-05-19,72001
268361,Kristof,Kruskal,Senior Staff,1990-12-12,70267
268365,Hinrich,Ossenbruggen,Senior Staff,1994-10-28,47332
20708,Aemilian,Arlazarov,Senior Staff,1998-03-23,63353
268393,Ung,Garigliano,Senior Staff,1990-05-15,54177
447635,Kitty,Ranft,Senior Staff,1992-12-06,72730
268407,Yongdong,Madeira,Senior Staff,1996-12-20,48573
268416,Mahendra,Ermel,Senior Staff,2001-05-14,57894
447637,Ung,Liesche,Senior Staff,1996-01-31,82218
15016,Woody,Gulik,Senior Staff,1991-10-21,40000
34489,Yaghout,Krychniak,Senior Staff,1996-10-26,40000
268489,Zita,Fontan,Senior Staff,1994-09-07,40000
268494,Ramachenga,Azadmanesh,Senior Staff,1994-06-19,40000
268501,Xiadong,Ariola,Senior Staff,1998-04-17,66515
268698,Hercules,Streng,Senior Staff,1995-11-25,40000
268699,Nadjib,Azadmanesh,Senior Staff,2000-06-10,40000
268709,Arunachalam,Rassart,Senior Staff,1997-09-11,40000
447665,Martien,Schaar,Senior Staff,1990-04-28,57005
447893,Munir,Hockney,Senior Staff,1996-03-21,40000
447967,Isamu,Kitai,Senior Staff,1996-08-14,42948
479637,Genta,Marsiglia,Senior Staff,1995-07-10,69894
268761,Zhanqiu,Buescher,Senior Staff,1992-01-01,65409
34482,Jouko,Lortz,Senior Staff,1994-05-19,94971
268815,Syozo,Merey,Senior Staff,1995-12-14,77856
14621,Souichi,Wixon,Senior Staff,1992-01-20,66404
20674,Maria,Avouris,Senior Staff,1992-06-07,54297
448030,Kagan,Serna,Senior Staff,1988-05-14,49280
479651,Lena,Roohalamini,Senior Staff,1999-01-22,65730
