emp_no,title,first_name,last_name,from_date
233613,Staff,Nigel,Masand,1997-04-16
233647,Senior Engineer,Salvador,Thummel,2001-08-28
233649,Senior Staff,Fumiya,Gustavson,2000-01-14
233652,Senior Staff,Hatim,Auria,1993-02-07
233653,Senior Engineer,Neelam,Chachaty,1993-09-15
233659,Senior Engineer,Chenye,Swick,1992-07-16
233681,Senior Engineer,Adam,Fontet,1993-06-13
233701,Senior Staff,Shen,Nollmann,1994-09-28
233706,Technique Leader,Lansing,Mawatari,1992-10-11
233738,Senior Engineer,Candida,Mayerwieser,1991-06-15
233745,Engineer,Brendon,Schapire,1997-10-29
233746,Senior Staff,Janche,Yemenis,1995-12-23
233749,Senior Engineer,Charlene,Beausoleil,1986-08-17
233770,Senior Engineer,Moheb,Huxford,1997-12-14
233783,Senior Engineer,Tse,Orlowska,1998-08-20
233791,Senior Staff,Hideyuki,Zhiwei,1990-06-19
233798,Senior Engineer,Pranas,Feinberg,1992-08-07
233800,Senior Staff,Stepehn,Vingron,1991-09-27
233810,Senior Engineer,Stevo,Peltason,1988-08-16
233821,Senior Engineer,Lubomir,Salvesen,1990-04-17
233822,Senior Staff,Nathan,Mitchem,1998-07-25
233828,Senior Staff,Sariel,Vecchi,1992-03-02
233834,Senior Engineer,Guiseppe,Mayerwieser,1994-02-11
233835,Senior Engineer,Vincent,Onuegbe,1996-07-30
233837,Senior Engineer,Filipp,Luef,1993-05-06
233858,Senior Engineer,Irena,Nivat,1995-07-06
233878,Senior Staff,Shigenori,Vanwelkenhuysen,2002-03-09
233892,Engineer,Tiina,Siochi,1997-09-01
233899,Senior Staff,Shan,Horswill,1996-11-06
233930,Senior Engineer,Gina,Quadeer,2000-02-23
233934,Technique Leader,Nimmagadda,Hanabata,1992-01-08
233940,Senior Engineer,Visit,Khalil,1986-06-24
233943,Senior Engineer,Seongbae,Theuretzbacher,1999-07-23
233953,Senior Engineer,Mona,Lindqvist,2000-05-04
233958,Senior Engineer,Toney,Magliocco,1986-07-31
233964,Senior Engineer,Luise,Merle,2000-12-01
233966,Senior Staff,Shimshon,Albarhamtoshy,1995-09-07
233975,Senior Engineer,Werner,Leuchs,1997-02-23
233981,Senior Engineer,Angel,Francisci,1991-11-05
234007,Senior Engineer,Babette,Oskamp,1996-02-21
234014,Senior Staff,Yuqun,Schoegge,1994-08-03
234015,Senior Staff,Uwe,Hiltgen,2001-12-05
234016,Senior Engineer,Katsuo,Sewelson,1990-08-10
234025,Senior Staff,Uta,Boyle,2000-01-18
234031,Senior Staff,Xudong,Hitomi,1994-05-11
234045,Staff,Gift,Zschoche,1999-09-04
234046,Senior Staff,Guadalupe,Valtorta,2001-09-15
234054,Senior Staff,Janche,Cronan,1988-12-09
234056,Staff,Udaiprakash,Perng,1995-06-30
234066,Staff,Pranay,Haddadi,1999-04-13
234084,Senior Staff,Rance,Viele,1998-02-22
234092,Senior Engineer,Mabry,Rusmann,1990-06-23
234098,Senior Staff,Saddek,Ulupinar,1997-04-08
234105,Senior Staff,Bikash,Broder,1994-09-08
234120,Senior Engineer,Heekeun,Ghazalie,2001-01-14
234131,Senior Engineer,Arumugam,Ranka,1987-03-05
234136,Engineer,Leszek,Roison,1995-10-11
234146,Senior Engineer,Felicidad,Molenaar,2000-04-21
234151,Senior Staff,Wayne,Ozeki,1989-01-16
234153,Senior Engineer,Remzi,Beerel,1994-09-22
234156,Senior Staff,Mitchel,Montemayor,1994-08-27
234157,Senior Staff,Tsutomu,Codenie,1995-02-15
234166,Senior Staff,Isamu,Birke,1995-07-03
234172,Senior Engineer,Make,Dulli,1998-11-21
234179,Senior Engineer,Bangqing,Underwood,1991-06-12
234181,Senior Engineer,Masali,Camarinopoulos,1994-05-27
234185,Senior Engineer,Ramya,Asmuth,2001-12-08
234208,Senior Staff,Yucai,Horswill,2002-03-13
234214,Technique Leader,Yunming,Matzen,1987-09-24
234230,Senior Engineer,Falguni,Waymire,1993-12-22
234234,Senior Engineer,Edwin,Minakawa,1993-10-29
234237,Senior Engineer,Falguni,Bugrara,2000-04-30
234242,Senior Staff,Lobel,Gien,1989-01-17
234252,Senior Staff,Eirik,Kavraki,1996-08-29
234253,Senior Staff,Subhash,Staylopatis,1985-04-28
234256,Senior Engineer,Sadok,Kaminger,1996-09-24
234281,Technique Leader,Zito,Karnin,1987-05-29
234282,Senior Engineer,Sasan,Rosis,1993-12-28
234300,Senior Engineer,Subhrajyoti,Beznosov,1998-10-31
234307,Engineer,Shin,Zaumen,1994-09-12
234310,Senior Staff,Bojan,Murtagh,2000-10-15
234311,Senior Staff,Fusako,Haddadi,1992-11-20
234312,Senior Staff,Zissis,Ruther,1995-12-12
234317,Engineer,Willard,Calkin,1995-04-02
234326,Engineer,Munehiko,Sherertz,1998-12-17
234331,Senior Engineer,Cullen,Cherinka,1993-06-28
234334,Senior Staff,Kshitij,Kornatzky,2000-05-26
234337,Senior Staff,Masasuke,Thorensen,2001-08-10
234347,Senior Engineer,Tomoyuki,Muchinsky,1997-06-24
234357,Technique Leader,Heather,Maraist,1997-03-20
234358,Senior Engineer,Ioana,Ebeling,1999-11-29
234361,Senior Staff,Chiranjit,Kamber,1991-08-01
234366,Senior Engineer,Goncalo,McFarlan,1996-11-20
234374,Senior Staff,Hairong,Shackell,1996-06-15
234390,Senior Engineer,Mokhtar,Arlazarov,1997-10-20
234394,Senior Staff,Kazuhide,Sichman,1992-05-30
234397,Senior Staff,Tsz,Oskamp,2000-06-26
234403,Senior Engineer,Indrajit,Georgatos,1999-07-18
234417,Senior Engineer,Arunas,Kusakari,1995-09-13
234427,Senior Engineer,Vasilis,Rosaz,2000-01-15
234434,Senior Engineer,Otmar,Strandh,1986-10-20
234438,Senior Staff,Sreekrishna,Schnelling,1985-06-19
234442,Senior Engineer,Marlo,Hutton,1995-08-25
234452,Senior Staff,Yifei,Schwabacher,1992-08-25
234457,Senior Engineer,Arto,Stranks,1992-02-24
234495,Senior Engineer,Zdislav,Ferriere,1994-02-01
234500,Engineer,Dmitry,Zockler,1998-10-12
234501,Senior Engineer,Hisao,Capobianchi,1987-10-10
234512,Senior Engineer,Kitty,Lortz,1991-11-23
234515,Senior Staff,Chriss,Eastman,1995-09-23
234516,Senior Engineer,Unal,Peral,1992-07-11
234524,Senior Staff,Fai,Yemenis,1995-07-07
234530,Senior Staff,Mostafa,Swan,1989-05-16
234552,Senior Staff,Saniya,Tokunaga,1987-07-05
234560,Staff,Oldrich,Georgatos,1999-06-10
234562,Senior Engineer,Howell,Berztiss,1994-10-19
234566,Senior Engineer,Moti,Assaf,1994-04-30
234569,Senior Staff,Shigeichiro,Serna,1991-03-20
234591,Senior Engineer,Kshitij,Hemaspaandra,1997-12-11
234601,Technique Leader,Alexius,Lanzelotte,1985-09-06
234603,Engineer,Deniz,Ambroszkiewicz,1994-02-21
234604,Senior Staff,Patricia,Aingworth,1994-11-03
234617,Senior Staff,Dekang,Jenevein,1992-01-29
234639,Senior Staff,Morrie,Luck,1994-02-03
234643,Engineer,Arvind,Schaar,1997-10-10
234663,Engineer,Ravishankar,Kroon,1998-02-09
234668,Senior Engineer,Basem,Loncour,1992-08-19
234676,Engineer,Yaghout,Valiente,1999-01-12
234677,Senior Staff,True,Juneja,1994-08-13
234690,Senior Engineer,Dmitri,Bridgland,1996-12-24
234694,Senior Engineer,Stamatina,Bernatsky,2001-10-09
234699,Senior Staff,Sachio,Azumi,1996-02-04
234703,Engineer,Deborah,Levasseur,2002-06-14
234709,Senior Staff,Lena,Chandrasekhar,1998-05-04
234718,Senior Staff,Jasminko,Assaf,1991-10-11
234729,Technique Leader,Collette,Kropatsch,1991-01-29
234740,Senior Staff,DeForest,Schaar,1987-01-10
234756,Senior Engineer,Harjit,Hiltgen,1985-10-05
234761,Assistant Engineer,Lijia,Borstler,1999-09-02
234782,Senior Staff,Yuriy,Pehl,1998-10-13
234797,Senior Engineer,Margo,Schoegge,1998-07-04
234801,Senior Staff,Jianhao,Perfilyeva,1986-07-08
234802,Senior Staff,Yinlin,Debuse,1991-11-03
234804,Engineer,Uriel,Sidou,1998-07-04
234809,Staff,Jacqueline,Baalen,1999-03-05
234813,Senior Engineer,Dietrich,Tagansky,1986-10-14
234816,Senior Engineer,Filipe,Langford,2002-07-13
234848,Senior Engineer,Xiaobin,Bael,1986-11-06
234853,Senior Engineer,Insup,Szemeredi,1985-03-12
234854,Staff,Marit,Sevcikova,1998-07-13
234874,Senior Engineer,Conal,Cronin,1991-02-16
234891,Senior Staff,Ravishankar,Erez,1995-01-20
234929,Staff,Tonia,Chepyzhov,1996-09-28
234930,Senior Engineer,Basant,Erev,1992-11-01
234932,Senior Staff,True,Brodie,1993-04-28
234934,Staff,Caolyn,Azumi,1996-05-09
234941,Engineer,Pohua,Ouhyoung,2001-11-29
234962,Technique Leader,Greger,Fujisaki,1993-10-06
234979,Staff,Zejun,Dredge,1996-02-04
234990,Engineer,Mohamadou,Markovitch,1997-04-26
234993,Senior Engineer,Wuxu,Schade,1996-07-21
234995,Technique Leader,Mori,Talmon,1989-10-22
234996,Senior Engineer,Mark,Hasham,1997-05-07
234998,Senior Engineer,Mayuko,Armand,1999-08-02
235001,Senior Engineer,Anneke,Escriba,1999-11-25
235018,Senior Engineer,Guozhong,Basawa,1987-06-08
235019,Staff,Tooru,Peir,1998-03-14
235024,Senior Staff,Sariel,VanScheik,1993-07-15
235028,Senior Engineer,Yucai,Juneja,1994-05-30
235029,Senior Staff,Satoru,Oaver,1998-08-04
235057,Staff,Yinghua,Portugali,1997-11-21
235062,Senior Engineer,Takahito,Mapelli,1991-05-10
235063,Senior Staff,Noritoshi,Schwartzburd,1987-02-14
235078,Senior Engineer,Yoshinari,Ullian,1996-11-18
235088,Senior Staff,Gilbert,Mersereau,1993-11-02
235098,Senior Staff,Christ,Murtha,1992-05-03
235110,Senior Staff,Boriana,Biran,1993-08-17
235115,Senior Staff,Sandeepan,Byoun,1993-12-30
235136,Senior Engineer,Parto,Azuma,1997-06-13
235148,Senior Engineer,Mountaz,Rouquie,1991-09-23
235177,Engineer,Deborah,Petereit,1994-05-31
235180,Senior Staff,Mototsugu,Bade,1991-03-15
235197,Senior Staff,Abdelwaheb,Baig,1987-05-22
235215,Senior Staff,Toshimori,Fetvedt,1995-09-14
235225,Senior Staff,Aloke,Binding,1994-01-15
235232,Senior Engineer,Ramzi,Spinelli,1996-09-25
235236,Engineer,Kotesh,Furudate,1996-11-01
235245,Senior Engineer,Alassane,Denny,1999-05-19
235263,Senior Staff,Fusako,Apsitis,1996-02-01
235267,Senior Engineer,Troy,Anido,2001-03-02
235270,Senior Engineer,Nadjib,Matzke,2000-07-13
235271,Senior Staff,Gregory,Azuma,1991-08-20
235275,Technique Leader,Stafford,Perly,1994-07-10
235282,Engineer,Falguni,Munch,1997-06-08
235285,Senior Engineer,Diederik,Morrey,1993-12-27
235287,Senior Engineer,Arco,Glowinski,1993-07-16
235291,Engineer,Arto,Fontet,1996-04-16
235317,Senior Staff,Sorina,Gerteisen,1995-10-23
235326,Senior Engineer,Abdelwaheb,Gustavson,1995-01-08
235337,Senior Engineer,Gian,Sidou,1990-10-18
235348,Engineer,Jinya,Merro,1997-11-11
235356,Senior Engineer,Uri,Hempstead,1992-09-07
235359,Senior Staff,Badri,Snyers,2000-12-24
235364,Senior Staff,Marie,Keohane,1987-01-04
235366,Technique Leader,Xinyu,Esteva,1997-02-01
235367,Senior Engineer,Lucien,Wrigley,2001-06-26
235371,Senior Engineer,Tzu,Merle,1993-04-25
235377,Senior Staff,Guther,Kusalik,1994-04-21
235382,Senior Staff,Ghassan,Pillow,1994-07-07
235386,Senior Staff,Eirik,Egerstedt,1999-08-05
235393,Senior Engineer,Mara,Gill,1993-04-12
235394,Senior Staff,Visit,Ecklund,1991-10-05
235400,Senior Engineer,Tristan,England,2001-03-19
235404,Senior Engineer,Chinho,Stentiford,1993-10-19
235425,Senior Staff,Deborah,Schiper,1994-12-24
235450,Technique Leader,Hidekazu,Mawatari,1994-06-30
235454,Senior Engineer,Guadalupe,Lally,1989-11-05
235460,Senior Staff,Inderjeet,Giarratana,1998-03-13
235475,Senior Engineer,Kiyotoshi,Eldridge,1987-06-27
235482,Senior Staff,Babette,Poulakidas,1995-11-26
235486,Senior Engineer,Tse,Bahr,1993-02-09
235488,Senior Staff,Tommaso,Reinhart,1997-04-30
235506,Senior Engineer,Jaber,Shokrollahi,1994-09-13
235512,Senior Staff,Bodh,Ranka,1997-08-23
235524,Senior Staff,Jolita,Itzigehl,1990-08-20
235545,Senior Engineer,Fatemeh,Collette,1992-07-06
235548,Senior Staff,Muneo,Nanard,1994-03-08
235558,Senior Staff,Lein,Billawala,1990-11-14
235562,Staff,Doohun,Beerel,2000-01-24
235565,Senior Engineer,Suvo,Hopewell,1997-11-21
235566,Senior Staff,Xuedong,Kleiser,1992-04-22
235568,Senior Engineer,Izaskun,Trachtenberg,1999-04-22
235570,Senior Engineer,Suzette,Swist,1994-03-16
235573,Senior Staff,Adil,Stamatiou,1997-02-07
235594,Senior Engineer,Yannik,Heemskerk,1999-08-01
235597,Senior Engineer,Makato,Kobara,1996-04-06
235601,Senior Engineer,Fun,Angel,1993-10-15
235605,Senior Engineer,Aron,Rajaraman,1993-01-09
235608,Senior Engineer,Jiong,Vadhan,2001-07-02
235609,Senior Staff,Aamer,Talmor,1992-03-11
235643,Senior Staff,Bernardo,Gyimothy,1995-03-29
235645,Senior Staff,Mona,Carrere,1985-11-26
235658,Senior Staff,Adil,Gyorkos,1995-06-28
235659,Assistant Engineer,Hideyuki,Lanzelotte,1999-12-20
235661,Senior Staff,Along,Menhardt,1994-04-10
235665,Senior Staff,Geraldo,Lukaszewicz,1992-03-28
235678,Senior Engineer,Lenore,Tomescu,1994-07-05
235684,Senior Engineer,Horward,Georgatos,1999-05-13
235706,Senior Engineer,Shuichi,Fendler,1988-04-01
235708,Senior Staff,Jayesh,Backhouse,1995-01-26
235710,Senior Staff,Sachem,Bonifati,1996-07-12
235720,Senior Staff,Wilmer,Lores,1993-07-06
235731,Senior Staff,Rosalyn,Gill,1992-09-14
235735,Senior Engineer,Miquel,Lagarias,1991-10-13
235740,Senior Staff,Arco,Baer,2002-07-26
235773,Senior Engineer,Georgi,Schonegge,1993-04-18
235775,Senior Staff,Chriss,Driscoll,1995-12-23
235776,Senior Staff,Christoph,Brickell,1993-07-30
235786,Staff,Przemyslawa,Schlumberger,1999-06-18
235790,Assistant Engineer,Shigehiro,Hofting,1999-05-03
235800,Engineer,Huan,Belinskaya,1997-11-23
235826,Technique Leader,Frazer,Kolinko,1986-12-10
235834,Senior Engineer,Kish,Ducloy,1995-07-30
235837,Senior Staff,Danai,Cannata,1987-08-05
235841,Staff,Stafford,Ibel,1994-12-19
235862,Senior Engineer,Neven,Openshaw,1997-12-28
235884,Senior Engineer,Berry,Ishibashi,1994-05-17
235899,Engineer,Toshiko,Picht,1999-12-02
235905,Senior Staff,Zeljko,Riefers,1988-04-09
235908,Senior Engineer,Eckart,Denti,1986-11-24
235937,Senior Engineer,Moto,Atchley,1993-02-17
235951,Senior Engineer,Gen,Unno,1989-03-24
235957,Senior Staff,Kwangho,Ulupinar,1987-03-21
235980,Senior Engineer,Cullen,Serre,1993-09-14
236015,Senior Engineer,Matt,Kroll,1990-05-01
236019,Senior Engineer,Nishit,Gerlach,1995-05-12
236038,Senior Engineer,Aiichiro,Alpin,1995-10-08
236041,Senior Staff,Girolamo,Nergos,1992-08-12
236050,Senior Engineer,Yoshinari,Marchesini,1995-11-03
236062,Senior Engineer,Constantijn,Joslin,1998-11-28
236067,Senior Engineer,Radoslaw,Collette,1994-07-25
236083,Engineer,Marl,Scharstein,1996-12-10
236105,Senior Engineer,Genevieve,Kleiser,1995-11-07
236118,Senior Engineer,Aleksandar,Conti,1996-06-16
236119,Senior Staff,Emran,Schwartzburd,1991-08-27
236125,Senior Engineer,Abdulah,Jumpertz,1991-04-06
236126,Staff,Steve,Thambidurai,1995-12-05
236154,Senior Staff,Shmuel,Demeyer,1994-10-18
236168,Senior Engineer,Kyoichi,Hopewell,1995-11-23
236185,Senior Staff,Waiman,Rosen,1990-02-06
236187,Senior Staff,Bokyung,Pollock,1997-03-29
236190,Senior Engineer,Ugo,Lichtner,1998-10-02
236192,Senior Engineer,Abdelkader,Whitcomb,1993-11-13
236203,Senior Engineer,Shahab,Suermann,1997-08-27
236208,Staff,Mayuri,Plavsic,1997-07-24
236224,Senior Engineer,Jolita,Iisaka,1994-06-24
236228,Staff,Gal,Baez,1998-08-05
236236,Technique Leader,Pranjal,Melichar,1986-04-13
236243,Senior Staff,Jinxi,Daescu,1993-06-16
236246,Senior Staff,Hidekazu,Pena,1994-01-03
236247,Senior Engineer,Chaitali,Staudhammer,1995-03-06
236258,Senior Engineer,Goh,Shackell,1991-09-18
236259,Senior Staff,Baruch,Mondadori,1994-05-11
236267,Senior Engineer,Uriel,Remmele,2001-03-10
236272,Senior Engineer,Chirstian,Litvinov,1992-03-04
236285,Senior Engineer,Takahito,Erni,1994-02-10
236286,Staff,Kasturi,Sidou,1995-07-07
236287,Engineer,Babette,Butner,1998-02-21
236290,Senior Engineer,Ingmar,Sichman,2000-05-06
236293,Engineer,Brendon,Rosiles,1995-08-08
236294,Senior Staff,Christ,Khalil,1998-10-01
236299,Senior Engineer,Jeane,Vingron,1990-10-05
236303,Senior Staff,Wilmer,Michaels,1991-09-19
236328,Senior Engineer,Chinhyun,Nations,1996-10-05
236329,Senior Engineer,Bodo,Rosay,1999-08-30
236331,Staff,Golgen,Pettit,1996-01-06
236332,Senior Staff,Jeanne,Berstel,1987-07-06
236373,Staff,Mahendra,Fujisaki,1998-09-22
236381,Senior Staff,Breannda,Stavenow,1991-11-12
236383,Technique Leader,Magdalena,Figueira,1991-10-26
236386,Technique Leader,Jiong,Yetto,1999-07-22
236396,Senior Staff,Zhonghui,Spataro,1989-06-02
236398,Engineer,Satyanarayana,Ciolek,1995-02-02
236413,Senior Engineer,Elzbieta,Awdeh,1986-10-19
236414,Senior Engineer,Shigehiro,Barbanera,1996-11-12
236417,Senior Staff,Nikolaus,Beilner,1997-01-26
236441,Senior Engineer,Salvador,Bednarek,1999-12-18
236447,Senior Staff,Achilleas,Vasanthakumar,1997-01-20
236451,Senior Staff,Taegyun,Mahmud,2002-01-15
236466,Senior Staff,Yinghua,Krohn,1987-09-26
236496,Senior Engineer,Dhritiman,Lyonns,1992-09-05
236508,Senior Staff,Subir,Salinas,2000-02-08
236555,Senior Staff,Adamantios,Luga,1999-08-16
236557,Senior Engineer,Zhonghua,Markovitch,1995-03-25
236558,Senior Staff,Rosalie,Asmuth,1985-09-11
236574,Senior Engineer,Jacqueline,Munch,1990-05-09
236581,Senior Staff,Gurbir,Oxenboll,1993-12-16
236602,Senior Engineer,Temple,Baak,1995-05-18
236607,Senior Engineer,Geraldo,Lorcy,1999-06-17
236609,Senior Staff,Denny,Luks,1993-05-21
236615,Senior Engineer,Geoffrey,Kuszyk,1994-01-21
236634,Senior Staff,Mohd,Falster,1998-12-06
236652,Senior Engineer,Kayoko,Sidje,1988-03-30
236696,Senior Engineer,Xiaoheng,Cappelli,1995-06-11
236698,Technique Leader,Kokou,Ramaiah,1992-04-11
236708,Engineer,Pascal,Bennet,2001-11-20
236727,Staff,Duri,Staylopatis,1997-11-04
236732,Senior Engineer,Gladys,Thiria,1997-06-20
236733,Senior Staff,Ziva,Pero,1994-03-17
236740,Senior Engineer,Shahaf,Bergere,1996-05-02
236743,Senior Engineer,Muneo,Terwilliger,1993-12-18
236764,Senior Staff,Ibibia,Ulupinar,2001-02-22
236767,Engineer,Faiza,Stifter,1995-05-10
236787,Senior Staff,Suebskul,Rathonyi,1995-04-26
236795,Senior Staff,Arno,Trystram,1998-05-18
236812,Senior Engineer,Xiaoheng,Azadmanesh,1993-12-20
236837,Senior Engineer,Mabhin,Qiwen,1989-10-20
236848,Senior Engineer,Vincent,Marwedel,2001-06-07
236856,Senior Engineer,JoAnne,Couchot,1998-06-01
236858,Technique Leader,Haldun,Bharadwaj,1986-07-12
236860,Assistant Engineer,Jaewoo,Skafidas,1998-04-16
236878,Senior Engineer,Lech,Savasere,1997-03-09
236936,Senior Engineer,Hironobu,Schusler,1990-06-27
236938,Engineer,Elgin,dAstous,1999-07-20
236957,Senior Staff,Marsal,Matzen,1991-05-27
236972,Senior Staff,Nishit,Ouhyoung,1995-03-03
236995,Senior Staff,Mari,Brender,1985-12-19
236997,Senior Engineer,Moss,Peral,2000-02-26
237008,Senior Engineer,Giap,Roisin,1999-09-08
237012,Senior Engineer,Berhard,Narwekar,1995-07-19
237022,Senior Staff,Ibibia,Gopalakrishnan,1992-12-15
237047,Senior Staff,Akeel,Peres,1996-02-23
237064,Senior Engineer,Shrikanth,Frezza,1996-02-21
237073,Senior Staff,Cheong,Moehrke,1994-03-28
237078,Technique Leader,Khalid,Braccini,1992-10-17
237085,Senior Engineer,Sedat,Cesareni,1988-10-13
237093,Technique Leader,Demos,Ranum,1986-04-28
237095,Senior Staff,Babette,Luck,1998-01-14
237110,Staff,Yishay,Bardell,1998-06-03
237134,Senior Staff,Nitsan,Aloisi,1996-02-06
237136,Senior Engineer,Stabislas,Poulakidas,1993-11-16
237142,Senior Staff,Dung,Schiper,1993-03-11
237153,Senior Staff,Douadi,Lukaszewicz,1994-07-15
237154,Senior Staff,Makato,Bardell,1986-09-25
237156,Senior Staff,Khedija,Berendt,1995-03-15
237158,Staff,Shaowei,Hertweck,1999-12-23
237159,Senior Engineer,KayLiang,Turnbull,1996-03-20
237160,Senior Engineer,Akeno,Rande,1994-08-13
237175,Senior Staff,Adil,Reutenauer,1994-12-14
237178,Senior Staff,Kiyokazu,Anick,1998-03-05
237179,Staff,Leen,Ernst,1998-08-24
237186,Senior Staff,Mingzeng,Selenyi,1995-02-28
237187,Staff,Prodip,Ariola,1998-02-21
237193,Senior Engineer,Premal,Birjandi,2001-07-08
237202,Senior Staff,Hongzhu,Hettesheimer,1992-04-24
237221,Technique Leader,Magy,Krohm,1985-08-09
237227,Senior Staff,Jasminko,Baba,1997-08-15
237234,Engineer,Martins,Stavenow,1998-12-24
237240,Engineer,Jianhua,Trumbly,1995-12-29
237253,Senior Staff,Jianhao,Bisiani,1997-01-16
237262,Senior Engineer,Jagoda,Otillio,2001-10-15
237263,Senior Engineer,Jaroslava,Nivat,1997-01-03
237291,Senior Staff,Jackson,Gecsei,1993-06-26
237303,Senior Staff,LiMin,Herbst,1986-05-19
237310,Senior Staff,Beshir,Polajnar,1997-07-18
237324,Technique Leader,Susanna,Lorin,1999-06-10
237325,Senior Staff,Jayson,Passino,1999-07-28
237337,Senior Staff,Heekeun,Vuskovic,1995-08-09
237343,Senior Engineer,Ottavia,Zolotykh,1997-04-20
237348,Senior Staff,Dhritiman,Imataki,1988-10-27
237364,Senior Staff,Lunjin,Birsak,1990-11-09
237365,Senior Engineer,Aram,Syrzycki,1990-08-02
237376,Senior Engineer,Takanari,Diderrich,1996-10-14
237418,Senior Engineer,Arvind,Stiles,1986-10-18
237419,Senior Engineer,Bernd,Trachtenberg,1993-07-28
237445,Engineer,Beshir,Furedi,1996-06-02
237449,Technique Leader,Zita,Edelhoff,1985-10-06
237460,Senior Staff,Masami,Ramsey,2001-09-21
237463,Engineer,Becky,Buescher,1997-08-29
237472,Senior Staff,Rosita,Grospietsch,1997-02-07
237474,Senior Engineer,Tetsurou,Poulakidas,1994-01-09
237476,Staff,Khalil,Vilarrasa,1996-06-19
237477,Engineer,Werner,Lindqvist,1997-09-27
237479,Senior Staff,Patricio,Comyn,2001-09-15
237480,Senior Engineer,Achilleas,Ranai,1996-04-20
237483,Senior Engineer,Morrie,Zumaque,1999-12-09
237488,Senior Engineer,Padma,Ishibashi,1995-07-15
237497,Senior Staff,Turgut,Stavenow,1992-09-19
237499,Senior Engineer,Shichao,Vickson,1995-08-24
237512,Senior Engineer,Guozhong,Berztiss,1994-11-29
237519,Senior Engineer,Mayuri,Pearson,2001-08-10
237536,Technique Leader,Candida,Horswill,1991-10-06
237537,Senior Staff,Avishai,Jarecki,1991-01-18
237542,Senior Staff,Weicheng,Hatcliff,1991-04-12
237546,Senior Staff,Guttorm,Clemencon,1988-08-05
237548,Senior Staff,Khalil,Cappelletti,1988-03-16
237557,Senior Engineer,Katsuyuki,Orlowska,1991-02-11
237558,Senior Staff,Nikolaos,Riefers,1988-12-04
237570,Senior Staff,Ennio,Perng,1998-08-17
237571,Senior Staff,Ronghao,Schaad,2001-06-14
237572,Senior Engineer,Jiong,Codenie,1994-10-13
237576,Senior Staff,Alper,Andreotta,1993-06-05
237581,Senior Staff,Jiang,Szemeredi,1996-07-11
237585,Senior Staff,Elzbieta,Kawashima,1999-10-29
237591,Senior Engineer,Halsur,Serov,1993-11-24
237598,Staff,Tse,Ghelli,1996-12-21
237638,Senior Engineer,JoAnne,Kaminger,1992-07-02
237643,Senior Engineer,Premsyl,Begiun,1993-07-24
237658,Senior Engineer,Indrajit,Baik,1994-10-13
237663,Assistant Engineer,Junsik,Onuegbe,1997-12-24
237666,Senior Staff,Geoffrey,Ranze,1993-04-23
237671,Senior Engineer,Reinhard,Cangellaris,1995-08-10
237673,Senior Staff,Gio,Reistad,1998-04-03
237679,Senior Engineer,Ramalingam,Chaudhury,1994-06-13
237681,Senior Engineer,Shem,Berztiss,1995-04-09
237706,Engineer,Candido,Provine,1997-10-24
237717,Technique Leader,Owen,Heping,1986-03-30
237724,Senior Staff,Fumiyo,Birch,1992-08-21
237730,Senior Engineer,Hatsukazu,Domenig,2001-06-12
237740,Engineer,Fan,Birrer,1995-04-29
237741,Senior Staff,Jovan,Sankaranarayanan,1994-12-26
237767,Staff,Sanjay,Kalefeld,1998-08-19
237769,Senior Staff,Herb,Daescu,1995-12-22
237773,Senior Engineer,Eberhardt,Iwayama,1991-06-04
237777,Senior Staff,Anneli,Fiebach,1998-01-12
237787,Senior Staff,Bernardo,Isaac,1985-10-10
237790,Technique Leader,Yannik,Bierbaum,1996-04-04
237794,Senior Staff,Fei,Morrin,1991-09-02
237803,Senior Engineer,Lihong,Baranowski,1986-08-04
237820,Senior Engineer,Jiakeng,Rosiles,1988-07-29
237831,Senior Engineer,Pramod,Oaver,1999-09-19
237863,Engineer,Manohar,Kushnir,1997-04-26
237874,Senior Staff,Otmar,Castellani,1998-05-05
237892,Senior Engineer,Pohua,Dechter,1991-04-21
237894,Staff,Jiang,Dalton,1993-10-04
237900,Senior Engineer,Elgin,Rajala,1995-01-25
237917,Senior Engineer,Kendra,Schaad,1992-06-16
237923,Senior Engineer,Gudjon,Straney,1986-02-02
237930,Senior Engineer,Constantijn,Luef,1986-09-30
237959,Senior Staff,Van,Huxford,1990-11-14
237965,Senior Staff,Toong,Solovay,1994-11-19
237971,Senior Engineer,Seongbin,Steenbeek,2001-10-09
237995,Senior Engineer,Irene,Rassart,1995-07-25
238004,Senior Staff,Mariusz,Reeken,1992-11-02
238008,Senior Staff,Owen,Kornatzky,1996-06-17
238018,Technique Leader,Amabile,Radhakrishnan,1992-02-19
238021,Senior Engineer,Marjo,Prochazka,1993-01-27
238032,Senior Engineer,Filipe,Srimani,1986-10-02
238039,Senior Engineer,Ekawit,Eppinger,1993-07-04
238041,Senior Engineer,Qiwen,Leslie,1996-04-12
238044,Senior Staff,Leen,Conti,1992-01-04
238047,Senior Staff,Renee,Krohn,1997-09-07
238049,Staff,Subhrajyoti,Undy,1999-04-13
238053,Senior Staff,Lein,Baca,2002-03-16
238056,Senior Staff,Fumiyo,Vakili,1993-07-20
238066,Senior Staff,Florina,Steinauer,1996-06-09
238072,Senior Engineer,Oksana,Karnin,1991-03-06
238078,Senior Engineer,Fumiyo,Peroz,1993-06-14
